;CustomerID;NumberCarsOwned;TotalChildren;YearlyIncome;AvgMonthSpend;cluster;desc;Toys_interested;location
3165;22732;1;-3;53804;47,86;3;Felices;no;sur
3166;25996;3;-2;77195;53,75;4;Encantados;no;sur
3167;27434;3;0;77288;57,72;2;Con quejas;no;sur
3168;12093;1;-1;59629;55,48;2;Con quejas;no;sur
3169;16537;1;0;80865;53,82;2;Con quejas;no;sur
3170;11442;0;-2;53686;50,42;3;Felices;no;sur
3171;17839;1;0;53060;48,32;1;Insatisfechos;no;sur
3172;28722;1;0;26668;49,45;1;Insatisfechos;no;sur
3173;16102;0;0;80583;54,48;1;Insatisfechos;no;sur
3174;27967;0;-1;61178;50,33;3;Felices;no;sur
3175;23804;1;-2;58120;49,67;3;Felices;no;sur
3176;23660;1;0;51591;50,78;1;Insatisfechos;no;sur
3177;18390;1;-1;108009;53,1;2;Con quejas;no;sur
3178;20038;1;0;58638;49,81;1;Insatisfechos;no;sur
3179;11925;0;0;54100;47,99;1;Insatisfechos;no;sur
3180;15596;2;0;106324;57,26;2;Con quejas;no;sur
3181;28868;1;0;31458;45,44;1;Insatisfechos;no;sur
3182;20326;0;-1;58068;50,8;3;Felices;no;sur
3183;25013;1;0;29701;56,09;1;Insatisfechos;no;sur
3184;14694;1;0;60650;53,33;1;Insatisfechos;no;sur
3185;21646;1;-2;60481;53,14;3;Felices;no;sur
3186;28264;2;0;57124;51,13;1;Insatisfechos;no;sur
3187;25215;1;0;52756;47,58;1;Insatisfechos;no;sur
3188;21347;1;-1;54490;52,64;1;Insatisfechos;no;sur
3189;25728;0;-2;29695;56,34;3;Felices;no;sur
3190;15789;1;0;130954;52,97;2;Con quejas;no;sur
3191;13220;1;-2;62032;48,38;3;Felices;no;sur
3192;17805;2;0;76637;53,65;2;Con quejas;no;sur
3193;12581;2;0;82641;54,54;2;Con quejas;no;sur
3194;16558;2;0;111567;55,53;2;Con quejas;no;sur
3195;19538;0;-2;83564;57,21;4;Encantados;no;sur
3196;17597;3;0;105074;54,09;2;Con quejas;no;sur
3197;12173;2;-2;78276;60,89;4;Encantados;no;sur
3198;13230;0;-2;35248;47,02;3;Felices;no;sur
3199;15949;2;-2;137507;52,57;2;Con quejas;no;sur
3200;25298;1;0;31388;46,02;1;Insatisfechos;no;sur
3201;14081;3;0;84003;50,57;2;Con quejas;no;sur
3202;27645;2;-1;58820;52,48;4;Encantados;no;sur
3203;27007;0;0;34776;47,48;1;Insatisfechos;no;sur
3204;11980;2;0;59268;50,92;1;Insatisfechos;no;sur
3205;20720;0;0;61278;53,16;1;Insatisfechos;no;sur
3206;26439;1;0;26918;49,52;1;Insatisfechos;no;sur
3207;11622;2;0;108842;51,26;2;Con quejas;no;sur
3208;19223;2;-2;60422;52,91;4;Encantados;no;sur
3209;19406;2;-2;52540;50,15;3;Felices;no;sur
3210;24355;2;-2;52620;49,32;3;Felices;no;sur
3211;25358;1;0;58560;49,88;1;Insatisfechos;no;sur
3212;12405;1;0;53019;51,18;1;Insatisfechos;no;sur
3213;25826;1;-1;60667;53,55;3;Felices;no;sur
3214;26559;0;0;31165;47,22;1;Insatisfechos;no;sur
3215;27403;1;-1;25919;45,79;1;Insatisfechos;no;sur
3216;19134;2;0;106016;55,12;2;Con quejas;no;sur
3217;28588;1;-2;53092;49,75;3;Felices;no;sur
3218;20650;1;-2;111876;50,9;2;Con quejas;no;sur
3219;19045;3;-1;109013;53,02;4;Encantados;no;sur
3220;13708;3;0;79337;53,75;2;Con quejas;no;sur
3221;21205;2;0;57972;49,77;1;Insatisfechos;no;sur
3222;22625;0;0;60113;49,94;1;Insatisfechos;no;sur
3223;14752;2;-2;106415;59,26;2;Con quejas;no;sur
3224;19784;1;-2;33637;46,63;3;Felices;no;sur
3225;24147;1;-2;133147;52,76;4;Encantados;no;sur
3226;12247;1;0;54550;49,58;1;Insatisfechos;no;sur
3227;21842;1;-2;52814;50,77;4;Encantados;no;sur
3228;25931;2;0;87161;52,73;2;Con quejas;no;sur
3229;22800;1;-2;26012;51,8;3;Felices;no;sur
3230;14673;3;-2;84512;54,51;4;Encantados;no;sur
3231;17765;0;-1;61488;50,1;3;Felices;no;sur
3232;14293;1;-2;56599;50,87;3;Felices;no;sur
3233;25800;0;0;25900;49,77;1;Insatisfechos;no;sur
3234;20167;1;0;58170;50,92;1;Insatisfechos;no;sur
3235;26620;1;0;55112;52,72;1;Insatisfechos;no;sur
3236;13915;1;0;85723;50,24;1;Insatisfechos;no;sur
3237;18280;2;-2;105476;57,6;4;Encantados;no;sur
3238;15605;1;-1;27398;50,7;3;Felices;no;sur
3239;11230;1;-2;60238;48,76;3;Felices;no;sur
3240;25038;0;0;28925;45,21;1;Insatisfechos;no;sur
3241;26699;1;0;52472;48,85;1;Insatisfechos;no;sur
3242;29394;0;0;34262;48,89;1;Insatisfechos;no;sur
3243;20752;3;-2;81848;53,94;4;Encantados;no;sur
3244;11307;0;-2;31059;53,49;3;Felices;no;sur
3245;13047;3;-2;83923;55,3;4;Encantados;no;sur
3246;21472;2;-2;78674;52,76;4;Encantados;no;sur
3247;24107;1;-2;77930;55,34;3;Felices;no;sur
3248;21078;2;0;60280;49,02;1;Insatisfechos;no;sur
3249;23957;0;0;54827;47,75;1;Insatisfechos;no;sur
3250;22789;1;-2;51052;48,02;3;Felices;no;sur
3251;27874;1;0;34761;50,5;1;Insatisfechos;no;sur
3252;18126;0;-1;27802;45,05;1;Insatisfechos;no;sur
3253;13331;2;-2;111377;54,12;4;Encantados;no;sur
3254;25818;0;0;36327;51,01;1;Insatisfechos;no;sur
3255;14351;1;0;32176;47,25;1;Insatisfechos;no;sur
3256;27617;2;0;54509;49,6;1;Insatisfechos;no;sur
3257;17216;1;-2;59708;49,27;3;Felices;no;sur
3258;17002;2;0;61366;53,73;2;Con quejas;no;sur
3259;12687;2;0;77674;51,66;2;Con quejas;no;sur
3260;11461;1;0;131003;53,04;2;Con quejas;no;sur
3261;13546;1;-2;53028;50,25;3;Felices;no;sur
3262;29414;2;0;83894;54,75;2;Con quejas;no;sur
3263;12400;2;0;85567;51,14;2;Con quejas;no;sur
3264;21485;2;-2;108232;58,91;4;Encantados;no;sur
3265;15539;2;0;78862;62,14;2;Con quejas;no;sur
3266;14332;0;0;56947;51,67;1;Insatisfechos;no;sur
3267;23250;1;-2;52333;49,48;3;Felices;no;sur
3268;28623;1;-2;33416;50,08;3;Felices;no;sur
3269;13112;2;0;78665;50,08;2;Con quejas;no;sur
3270;22750;1;-3;84403;50,13;3;Felices;no;sur
3271;24094;2;0;104571;53,71;2;Con quejas;no;sur
3272;24286;0;0;57088;50,66;1;Insatisfechos;no;sur
3273;11005;1;0;112804;56,97;2;Con quejas;no;sur
3274;16762;3;-2;105252;55,63;4;Encantados;no;sur
3275;23045;1;-2;34489;56,73;4;Encantados;no;sur
3276;29297;1;0;61916;51,35;1;Insatisfechos;no;sur
3277;28355;1;0;27541;46,67;1;Insatisfechos;no;sur
3278;20234;2;0;137206;54,51;2;Con quejas;no;sur
3279;23437;0;0;29707;47,92;1;Insatisfechos;no;sur
3280;22190;0;0;56943;48,65;1;Insatisfechos;no;sur
3281;24624;2;-3;131183;56,15;4;Encantados;no;sur
3282;17296;2;0;132151;54,45;2;Con quejas;no;sur
3283;22179;1;-2;53967;48,15;3;Felices;no;sur
3284;18153;2;-2;112557;52,36;2;Con quejas;no;sur
3285;29456;0;0;59318;48,33;1;Insatisfechos;no;sur
3286;16416;1;0;85758;59,48;2;Con quejas;no;sur
3287;15501;3;-1;129836;52,11;2;Con quejas;no;sur
3288;22906;2;0;136560;52,26;2;Con quejas;no;sur
3289;29128;1;-1;79382;54,61;4;Encantados;no;sur
3290;29252;1;-2;35266;53,97;3;Felices;no;sur
3291;28442;0;0;26175;48,88;1;Insatisfechos;no;sur
3292;13370;1;-2;29652;55,96;3;Felices;no;sur
3293;19439;3;0;135755;51,54;2;Con quejas;no;sur
3294;20764;0;-2;59622;51,11;3;Felices;no;sur
3295;13606;2;-2;104679;50,49;2;Con quejas;no;sur
3296;17753;1;0;61004;52,66;1;Insatisfechos;no;sur
3297;18319;1;-1;54600;52,84;1;Insatisfechos;no;sur
3298;27489;0;0;27362;47,35;1;Insatisfechos;no;sur
3299;28683;1;0;59425;51,98;1;Insatisfechos;no;sur
3300;28975;1;-2;58494;48,86;3;Felices;no;sur
3301;20573;1;-2;81831;50,16;3;Felices;no;sur
3302;21046;1;-2;85826;57,73;4;Encantados;no;sur
3303;14095;0;0;60555;49,04;1;Insatisfechos;no;sur
3304;16467;0;0;57695;50,12;1;Insatisfechos;no;sur
3305;27238;1;0;51775;52,23;1;Insatisfechos;no;sur
3306;23969;1;0;31350;54,79;1;Insatisfechos;no;sur
3307;26396;1;-2;36029;47,34;3;Felices;no;sur
3308;25788;1;0;54206;52,85;1;Insatisfechos;no;sur
3309;29301;2;-2;82893;56,34;4;Encantados;no;sur
3310;17648;0;0;80367;52,51;1;Insatisfechos;no;sur
3311;15153;0;-1;36282;50,23;3;Felices;no;sur
3312;20136;0;-2;51271;48,44;3;Felices;no;sur
3313;18287;3;-2;111535;55,33;4;Encantados;no;sur
3314;16705;1;-2;54635;49,81;3;Felices;no;sur
3315;12728;0;0;27876;47,57;1;Insatisfechos;no;sur
3316;24301;0;0;32901;50,58;1;Insatisfechos;no;sur
3317;20379;2;-1;137284;56,64;4;Encantados;no;sur
3318;17355;2;-2;61163;48,7;3;Felices;no;sur
3319;26738;1;0;60655;48,82;1;Insatisfechos;no;sur
3320;13631;1;-1;79107;54,37;4;Encantados;no;sur
3321;23775;3;0;103019;51,53;2;Con quejas;no;sur
3322;22351;1;-1;58014;47,81;1;Insatisfechos;no;sur
3323;16172;2;0;59441;53,08;2;Con quejas;no;sur
3324;11286;2;0;105769;59,11;2;Con quejas;no;sur
3325;14431;2;-2;50925;49,45;3;Felices;no;sur
3326;26912;2;-1;131578;56,83;2;Con quejas;no;sur
3327;14413;1;-2;28990;49,28;3;Felices;no;sur
3328;24661;2;-1;107877;54,98;4;Encantados;no;sur
3329;11829;1;-2;105403;51,73;2;Con quejas;no;sur
3330;19802;2;0;54479;52,21;1;Insatisfechos;no;sur
3331;28524;1;-1;77158;49,6;1;Insatisfechos;no;sur
3332;21999;1;-2;57637;52,15;3;Felices;no;sur
3333;26305;1;0;79439;53,27;2;Con quejas;no;sur
3334;25057;3;0;83126;51,79;2;Con quejas;no;sur
3335;15676;1;0;138246;56,09;2;Con quejas;no;sur
3336;21158;1;0;78238;58,29;2;Con quejas;no;sur
3337;17337;0;0;61403;53,18;1;Insatisfechos;no;sur
3338;16263;1;-2;55693;49,66;3;Felices;no;sur
3339;23786;0;-2;31151;47,99;3;Felices;no;sur
3340;25758;1;-2;53987;50,96;4;Encantados;no;sur
3341;27751;2;0;53285;51,96;1;Insatisfechos;no;sur
3342;17800;1;0;61226;52,25;1;Insatisfechos;no;sur
3343;16507;3;-2;104782;53,35;4;Encantados;no;sur
3344;16695;2;-1;55145;51,86;4;Encantados;no;sur
3345;17030;0;-2;31523;46,56;3;Felices;no;sur
3346;18971;2;-2;131918;52,54;2;Con quejas;no;sur
3347;26724;0;0;28866;47,56;1;Insatisfechos;no;sur
3348;28666;1;-2;83507;51,02;3;Felices;no;sur
3349;28863;1;0;29532;45,44;1;Insatisfechos;no;sur
3350;18328;1;0;86576;49,71;1;Insatisfechos;no;sur
3351;16383;1;0;28298;49,93;1;Insatisfechos;no;sur
3352;20759;0;-2;25766;46,03;3;Felices;no;sur
3353;13987;0;0;33581;48,16;1;Insatisfechos;no;sur
3354;20557;1;-2;29825;46,59;3;Felices;no;sur
3355;24012;3;0;80510;52,71;2;Con quejas;no;sur
3356;29342;2;-2;57805;52,86;4;Encantados;no;sur
3357;13542;0;-2;51562;52,3;3;Felices;no;sur
3358;12188;3;0;76743;53,01;2;Con quejas;no;sur
3359;27444;2;-2;76792;52,76;4;Encantados;no;sur
3360;20829;1;-2;35468;55,65;3;Felices;no;sur
3361;19248;2;-2;131495;52,54;2;Con quejas;no;sur
3362;14827;2;0;102757;54,29;2;Con quejas;no;sur
3363;28174;3;-2;81728;54,96;4;Encantados;no;sur
3364;20016;0;0;59009;48,98;1;Insatisfechos;no;sur
3365;14667;2;0;133866;52,43;2;Con quejas;no;sur
3366;14818;0;0;51832;47,92;1;Insatisfechos;no;sur
3367;18166;2;-2;113344;52,44;4;Encantados;no;sur
3368;18686;1;0;137065;55,35;2;Con quejas;no;sur
3369;22305;1;0;29912;49,58;1;Insatisfechos;no;sur
3370;14939;1;-2;52678;48,42;3;Felices;no;sur
3371;16713;2;-1;61017;52,94;4;Encantados;no;sur
3372;12244;2;0;56374;48,53;1;Insatisfechos;no;sur
3373;17323;0;-2;34851;54,73;3;Felices;no;sur
3374;29157;0;0;86368;52,32;1;Insatisfechos;no;sur
3375;21368;2;0;78686;50,09;2;Con quejas;no;sur
3376;16305;0;0;57022;51,36;1;Insatisfechos;no;sur
3377;25231;0;0;51560;50,72;1;Insatisfechos;no;sur
3378;26981;0;0;27757;49,82;1;Insatisfechos;no;sur
3379;14403;2;0;52773;52,22;1;Insatisfechos;no;sur
3380;29046;0;0;51998;48,81;1;Insatisfechos;no;sur
3381;29167;2;0;128043;51,86;2;Con quejas;no;sur
3382;26352;2;0;129188;54,82;2;Con quejas;no;sur
3383;16743;0;-2;106425;52,08;4;Encantados;no;sur
3384;12746;2;0;55496;50,27;1;Insatisfechos;no;sur
3385;23329;0;-2;56711;48,32;3;Felices;no;sur
3386;20950;2;0;59240;51,86;2;Con quejas;no;sur
3387;25767;0;0;35247;48,54;1;Insatisfechos;no;sur
3388;28510;1;0;55159;53,9;1;Insatisfechos;no;sur
3389;25877;1;0;35834;47,84;1;Insatisfechos;no;sur
3390;17981;1;-1;57425;48,93;1;Insatisfechos;no;sur
3391;23669;2;-1;137014;56,2;2;Con quejas;no;sur
3392;19899;2;-2;77918;57,26;2;Con quejas;no;sur
3393;19040;1;-2;56918;52,09;4;Encantados;no;sur
3394;22182;2;0;82389;53,92;2;Con quejas;no;sur
3395;12913;1;-2;87287;54,57;4;Encantados;no;sur
3396;20453;1;-2;81253;60,29;4;Encantados;no;sur
3397;28567;0;0;57993;51,82;1;Insatisfechos;no;sur
3398;23864;1;0;55763;50,83;1;Insatisfechos;no;sur
3399;26476;1;-2;31579;45,87;3;Felices;no;sur
3400;20060;1;0;53795;51,84;1;Insatisfechos;no;sur
3401;13377;2;-2;127886;58,97;2;Con quejas;no;sur
3402;21138;1;-2;84024;54,87;4;Encantados;no;sur
3403;19861;3;-2;77832;53,04;4;Encantados;no;sur
3404;27880;2;-1;133962;56,28;4;Encantados;no;sur
3405;24374;3;0;107107;58,34;2;Con quejas;no;sur
3406;19804;2;0;86073;51,87;2;Con quejas;no;sur
3407;12300;0;-1;87404;51,04;3;Felices;no;sur
3408;19668;1;0;83625;49,91;1;Insatisfechos;no;sur
3409;20390;3;-1;108790;52,74;2;Con quejas;no;sur
3410;24452;2;-2;55220;49,37;3;Felices;no;sur
3411;29136;0;-2;61394;49,04;3;Felices;no;sur
3412;24443;1;-2;85713;56,43;4;Encantados;no;sur
3413;20315;2;0;79836;51,82;2;Con quejas;no;sur
3414;27096;2;-2;136436;53,45;4;Encantados;no;sur
3415;22062;2;0;58865;49,03;1;Insatisfechos;no;sur
3416;28573;2;0;51516;49,2;1;Insatisfechos;no;sur
3417;28584;0;-2;53751;47,77;3;Felices;no;sur
3418;19198;0;0;32683;45,74;1;Insatisfechos;no;sur
3419;23711;1;-1;112675;51,67;4;Encantados;no;sur
3420;21715;1;-1;131561;56,75;2;Con quejas;no;sur
3421;17185;0;-2;103012;51,34;3;Felices;no;sur
3422;16062;1;-2;33983;49,38;3;Felices;no;sur
3423;11832;0;0;56603;51,83;1;Insatisfechos;no;sur
3424;27168;0;-2;28876;47,27;3;Felices;no;sur
3425;13240;2;-2;53259;53,15;4;Encantados;no;sur
3426;21072;1;0;26003;46,88;1;Insatisfechos;no;sur
3427;18073;1;-2;55095;48,74;3;Felices;no;sur
3428;27834;1;0;54335;48,68;1;Insatisfechos;no;sur
3429;20311;0;0;61858;49,46;1;Insatisfechos;no;sur
3430;17637;0;0;54471;50,84;1;Insatisfechos;no;sur
3431;13231;1;-2;27965;46,07;3;Felices;no;sur
3432;18208;2;-2;130101;56,27;4;Encantados;no;sur
3433;13982;2;-2;54532;48,52;3;Felices;no;sur
3434;23708;2;-2;137722;51,88;2;Con quejas;no;sur
3435;21048;2;-2;86938;50,48;4;Encantados;no;sur
3436;19100;0;-1;55489;51,53;3;Felices;no;sur
3437;21516;1;-2;85600;50,88;3;Felices;no;sur
3438;17244;2;-1;58991;50,46;3;Felices;no;sur
3439;13513;2;-2;132104;52,72;2;Con quejas;no;sur
3440;24981;3;-2;82286;57,57;4;Encantados;no;sur
3441;17073;2;-2;81644;51,31;2;Con quejas;no;sur
3442;17315;1;-1;61918;48,91;3;Felices;no;sur
3443;25140;3;0;102426;51,08;2;Con quejas;no;sur
3444;16397;1;-2;87831;50,45;3;Felices;no;sur
3445;24804;1;-2;77415;51,11;3;Felices;no;sur
3446;22071;2;0;104332;62,28;2;Con quejas;no;sur
3447;21399;0;0;61742;49,18;1;Insatisfechos;no;sur
3448;13432;2;0;80235;58,18;2;Con quejas;no;sur
3449;25090;2;0;106925;57,08;2;Con quejas;no;sur
3450;20210;2;-2;127291;51,9;2;Con quejas;no;sur
3451;24276;1;0;33683;48,56;1;Insatisfechos;no;sur
3452;16377;0;0;137476;53,31;2;Con quejas;no;sur
3453;24375;2;0;128112;52,66;2;Con quejas;no;sur
3454;21045;1;0;51922;48,63;1;Insatisfechos;no;sur
3455;13740;1;-2;79215;50,24;4;Encantados;no;sur
3456;12589;2;0;86546;50,43;2;Con quejas;no;sur
3457;11179;1;-2;56643;48,38;3;Felices;no;sur
3458;21935;0;-2;30679;45,63;3;Felices;no;sur
3459;18381;1;0;53393;52;1;Insatisfechos;no;sur
3460;23836;0;0;35022;51,36;1;Insatisfechos;no;sur
3461;25639;2;-2;61543;59,6;4;Encantados;no;sur
3462;25497;2;-2;85709;52,86;4;Encantados;no;sur
3463;15809;3;-2;110014;62,47;4;Encantados;no;sur
3464;22980;0;0;35483;46,92;1;Insatisfechos;no;sur
3465;22958;1;0;52540;50,92;1;Insatisfechos;no;sur
3466;14576;3;0;79814;53,76;2;Con quejas;no;sur
3467;11828;2;0;128152;52,32;2;Con quejas;no;sur
3468;25960;2;-1;51493;53,22;4;Encantados;no;sur
3469;14485;1;-2;26112;44,75;3;Felices;no;sur
3470;15848;1;-1;34771;50,42;3;Felices;no;sur
3471;28808;0;0;110177;54,44;2;Con quejas;no;sur
3472;21362;2;-2;51476;52,12;4;Encantados;no;sur
3473;27002;1;-2;28026;46,86;3;Felices;no;sur
3474;23706;2;-1;52213;50,69;1;Insatisfechos;no;sur
3475;21714;1;0;79735;53,68;2;Con quejas;no;sur
3476;21708;2;-2;108155;54,02;4;Encantados;no;sur
3477;19801;1;0;51192;48,32;1;Insatisfechos;no;sur
3478;13661;1;0;31224;45,91;1;Insatisfechos;no;sur
3479;15962;0;0;51315;49,05;1;Insatisfechos;no;sur
3480;21699;3;-1;82191;51,6;2;Con quejas;no;sur
3481;25693;0;0;135452;56,36;2;Con quejas;no;sur
3482;15347;1;-2;53304;48,86;3;Felices;no;sur
3483;22275;2;0;133984;55,13;2;Con quejas;no;sur
3484;24491;0;0;52902;49,82;1;Insatisfechos;no;sur
3485;18524;0;-1;54768;53,27;3;Felices;no;sur
3486;15316;0;-2;106786;50,75;3;Felices;no;sur
3487;14608;3;0;102974;51,81;2;Con quejas;no;sur
3488;26962;3;-1;81033;52,88;4;Encantados;no;sur
3489;20702;1;0;52166;49,29;1;Insatisfechos;no;sur
3490;26901;2;0;106332;57,75;2;Con quejas;no;sur
3491;12008;1;-1;31833;45,96;1;Insatisfechos;no;sur
3492;26588;1;-2;55421;56,66;4;Encantados;no;sur
3493;26326;1;-1;53657;48,04;1;Insatisfechos;no;sur
3494;15639;0;0;108185;50,99;1;Insatisfechos;no;sur
3495;29298;1;0;111348;54,37;2;Con quejas;no;sur
3496;18478;2;0;55375;49,06;1;Insatisfechos;no;sur
3497;28935;1;0;103480;51,58;2;Con quejas;no;sur
3498;13214;3;-2;107348;50,88;2;Con quejas;no;sur
3499;19568;1;-2;131433;52,25;2;Con quejas;no;sur
3500;28715;2;0;87293;54,51;2;Con quejas;no;sur
3501;13053;1;0;83608;50,82;1;Insatisfechos;no;sur
3502;21818;1;-1;83008;54,62;4;Encantados;no;sur
3503;16782;2;-2;103098;51,05;2;Con quejas;no;sur
3504;17136;2;-1;111919;54,81;4;Encantados;no;sur
3505;12361;0;-1;30323;46,01;1;Insatisfechos;no;sur
3506;13673;1;0;27953;49,4;1;Insatisfechos;no;sur
3507;23690;3;-2;77059;51,2;4;Encantados;no;sur
3508;20651;1;-2;84025;50,41;3;Felices;no;sur
3509;18556;1;-1;87115;50,2;1;Insatisfechos;no;sur
3510;11448;0;0;55991;48,42;1;Insatisfechos;no;sur
3511;20330;2;-2;103377;52,02;2;Con quejas;no;sur
3512;29005;1;0;56746;56,7;2;Con quejas;no;sur
3513;20556;0;-2;60621;51,45;3;Felices;no;sur
3514;27353;1;0;83154;53,36;2;Con quejas;no;sur
3515;15524;2;0;108565;52,52;2;Con quejas;no;sur
3516;14567;2;0;108579;51,54;2;Con quejas;no;sur
3517;19561;2;-1;82263;49,99;2;Con quejas;no;sur
3518;18807;1;0;28509;54,29;1;Insatisfechos;no;sur
3519;26519;0;-2;56214;52,75;3;Felices;no;sur
3520;26183;1;0;32176;49,53;1;Insatisfechos;no;sur
3521;27266;0;0;135640;52,82;2;Con quejas;no;sur
3522;21165;1;0;58368;49,47;1;Insatisfechos;no;sur
3523;11697;1;-1;35299;52,82;3;Felices;no;sur
3524;16737;2;0;78953;50,08;2;Con quejas;no;sur
3525;16402;2;0;104280;51,4;2;Con quejas;no;sur
3526;20185;1;0;87624;60,25;2;Con quejas;no;sur
3527;15468;1;-2;107898;51,45;2;Con quejas;no;sur
3528;15757;1;0;32735;54,02;1;Insatisfechos;no;sur
3529;26904;1;0;53837;52,29;1;Insatisfechos;no;sur
3530;27667;1;-2;78200;49,75;3;Felices;no;sur
3531;18292;1;0;102585;59,77;2;Con quejas;no;sur
3532;20795;2;0;77256;53,3;2;Con quejas;no;sur
3533;20963;3;-2;79353;53,56;4;Encantados;no;sur
3534;18349;1;0;77317;49,47;1;Insatisfechos;no;sur
3535;19812;0;0;29796;45,91;1;Insatisfechos;no;sur
3536;19737;2;-1;132479;52,99;2;Con quejas;no;sur
3537;16952;2;-2;82330;50,46;4;Encantados;no;sur
3538;11419;2;-2;79442;50,55;3;Felices;no;sur
3539;22657;0;0;33736;52,05;1;Insatisfechos;no;sur
3540;24650;0;-1;54358;53,05;3;Felices;no;sur
3541;17271;2;-2;85825;53,81;4;Encantados;no;sur
3542;18906;2;0;58166;49,85;1;Insatisfechos;no;sur
3543;14551;2;-2;112449;51,39;2;Con quejas;no;sur
3544;14548;1;-2;57227;48,8;3;Felices;no;sur
3545;12568;2;-2;61693;49,92;3;Felices;no;sur
3546;27708;1;0;34619;50,25;1;Insatisfechos;no;sur
3547;11824;1;-1;34147;46,83;1;Insatisfechos;no;sur
3548;15103;1;-2;58622;50,17;3;Felices;no;sur
3549;11972;1;0;61325;48,4;1;Insatisfechos;no;sur
3550;26544;1;0;111218;50,77;2;Con quejas;no;sur
3551;28247;0;0;25911;57,56;1;Insatisfechos;no;sur
3552;22336;2;0;134871;61,34;2;Con quejas;no;sur
3553;11618;0;-2;136551;55,89;4;Encantados;no;sur
3554;28128;0;0;33842;46,29;1;Insatisfechos;no;sur
3555;14009;2;-2;52337;48,47;3;Felices;no;sur
3556;29255;3;0;83611;53,61;2;Con quejas;no;sur
3557;28688;3;0;82045;50,47;2;Con quejas;no;sur
3558;28736;1;0;56375;52,87;1;Insatisfechos;no;sur
3559;11905;0;0;79094;53,72;1;Insatisfechos;no;sur
3560;20622;1;-1;29831;45,77;3;Felices;no;sur
3561;12596;1;-1;30092;46,35;3;Felices;no;sur
3562;15149;2;0;109025;52,04;2;Con quejas;no;sur
3563;24077;0;-1;34301;56,73;3;Felices;no;sur
3564;16103;1;0;52057;48,42;1;Insatisfechos;no;sur
3565;17450;1;-2;53789;48,96;3;Felices;no;sur
3566;12147;3;-2;82457;50,83;4;Encantados;no;sur
3567;14177;1;-2;59121;51,9;4;Encantados;no;sur
3568;26167;1;0;52828;48;1;Insatisfechos;no;sur
3569;25371;0;-1;106631;53,85;4;Encantados;no;sur
3570;13227;1;-2;108987;51,54;2;Con quejas;no;sur
3571;24990;0;-2;25981;50,26;3;Felices;no;sur
3572;28087;0;0;52355;48,08;1;Insatisfechos;no;sur
3573;16826;1;-2;54003;49,85;3;Felices;no;sur
3574;17348;0;0;28270;45,05;1;Insatisfechos;no;sur
3575;17847;1;0;107065;52,26;2;Con quejas;no;sur
3576;16524;1;0;86672;49,75;1;Insatisfechos;no;sur
3577;28833;1;-2;132888;52,06;4;Encantados;no;sur
3578;22836;0;-1;29134;45,31;3;Felices;no;sur
3579;14792;1;-1;35767;49,85;3;Felices;no;sur
3580;14035;2;0;130355;53,26;2;Con quejas;no;sur
3581;28864;2;0;56110;51,92;1;Insatisfechos;no;sur
3582;12937;0;0;29380;47,91;1;Insatisfechos;no;sur
3583;25540;1;-1;29373;51,23;3;Felices;no;sur
3584;13210;0;-2;53001;47,96;3;Felices;no;sur
3585;16457;1;0;51777;49,66;1;Insatisfechos;no;sur
3586;25686;1;0;80714;54,05;2;Con quejas;no;sur
3587;17414;2;-1;77337;62,57;4;Encantados;no;sur
3588;29068;1;-1;53959;52,15;1;Insatisfechos;no;sur
3589;20721;2;0;59930;50,83;1;Insatisfechos;no;sur
3590;12657;2;-2;51937;48,56;3;Felices;no;sur
3591;20877;1;0;59294;52,59;1;Insatisfechos;no;sur
3592;13465;1;-2;58657;50,65;3;Felices;no;sur
3593;26885;0;0;27250;49,03;1;Insatisfechos;no;sur
3594;22496;1;-1;80299;50,51;1;Insatisfechos;no;sur
3595;26536;2;0;55465;49,76;1;Insatisfechos;no;sur
3596;29155;2;0;51001;47,5;1;Insatisfechos;no;sur
3597;14917;1;-2;57756;52,28;3;Felices;no;sur
3598;28079;0;-2;52727;48,64;3;Felices;no;sur
3599;19033;1;0;61364;56,62;2;Con quejas;no;sur
3600;11782;0;-1;53931;48,85;1;Insatisfechos;no;sur
3601;19664;0;0;55876;49,65;1;Insatisfechos;no;sur
3602;28714;2;0;80527;59,03;2;Con quejas;no;sur
3603;11991;1;-2;110377;51,44;4;Encantados;no;sur
3604;25534;1;-2;60008;49,53;3;Felices;no;sur
3605;12558;1;-2;84990;52,82;4;Encantados;no;sur
3606;11123;1;-1;32785;58,42;4;Encantados;no;sur
3607;21450;2;-2;80126;54,09;4;Encantados;no;sur
3608;26392;2;-1;137737;52,54;2;Con quejas;no;sur
3609;13522;0;0;32181;49,95;1;Insatisfechos;no;sur
3610;16808;1;-2;82516;53,74;4;Encantados;no;sur
3611;26880;0;0;58865;47,85;1;Insatisfechos;no;sur
3612;28287;1;-2;52180;48,08;3;Felices;no;sur
3613;27030;2;0;78428;52,01;2;Con quejas;no;sur
3614;17046;1;-2;57464;48,55;3;Felices;no;sur
3615;15440;2;0;134699;52,44;2;Con quejas;no;sur
3616;11568;2;0;83529;51,39;2;Con quejas;no;sur
3617;12207;1;-1;80504;51,05;1;Insatisfechos;no;sur
3618;27576;0;-2;109502;54,76;4;Encantados;no;sur
3619;16289;0;0;53430;49,21;1;Insatisfechos;no;sur
3620;24028;1;0;35886;46,08;1;Insatisfechos;no;sur
