;CustomerID;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;AvgMonthSpend;cluster;desc
5687;11799;1;1;2;85091;53.99;4;Encantados
5688;24829;0;2;2;54195;55.49;4;Encantados
5689;28175;1;0;2;81664;49.4;3;Felices
5690;14942;1;0;0;138206;52.67;2;Con quejas
5691;26333;2;1;2;61599;49.32;3;Felices
5692;24548;2;1;2;108872;54.47;4;Encantados
5693;12534;2;0;0;109238;51.41;2;Con quejas
5694;15797;0;2;2;78881;54.43;4;Encantados
5695;28475;1;1;1;33641;47.38;3;Felices
5696;28893;3;1;2;109372;51.88;4;Encantados
5697;15335;1;0;0;53682;51.94;1;Insatisfechos
5698;27289;1;0;0;101783;55.53;2;Con quejas
5699;16039;1;1;2;104092;52.46;4;Encantados
5700;11000;1;1;1;62501;58.91;4;Encantados
5701;14463;1;0;2;81446;50.4;3;Felices
5702;11670;3;0;0;104918;55.2;2;Con quejas
5703;27151;0;0;0;59621;51.67;1;Insatisfechos
5704;19238;3;0;0;131353;51.98;2;Con quejas
5705;11662;2;0;0;55882;48.95;1;Insatisfechos
5706;18983;2;0;2;85192;49.66;3;Felices
5707;25461;3;0;0;113511;51.49;2;Con quejas
5708;13291;1;0;1;52503;48.4;1;Insatisfechos
5709;11252;1;0;1;77260;53.1;2;Con quejas
5710;29452;1;0;0;76609;53.68;2;Con quejas
5711;20820;1;0;0;103002;50.93;2;Con quejas
5712;27226;0;1;1;78037;56.47;4;Encantados
5713;12455;2;0;2;133061;53.34;2;Con quejas
5714;29239;1;0;0;104779;54.13;2;Con quejas
5715;14595;2;0;1;78315;50.36;2;Con quejas
5716;28107;0;0;0;28930;47.32;1;Insatisfechos
5717;17704;1;1;1;110089;55.8;4;Encantados
5718;11222;2;0;2;59088;48.7;3;Felices
5719;17114;1;0;0;58662;49.17;1;Insatisfechos
5720;18202;2;0;0;59469;49.23;1;Insatisfechos
5721;25825;2;0;1;78992;50.08;2;Con quejas
5722;12290;1;0;0;59378;52.46;1;Insatisfechos
5723;13174;2;0;0;84470;53.46;2;Con quejas
5724;12755;1;0;0;61167;48.31;1;Insatisfechos
5725;17344;3;0;0;81568;54.86;2;Con quejas
5726;26505;1;0;1;34018;46.2;1;Insatisfechos
5727;29292;1;0;0;54812;48.38;1;Insatisfechos
5728;20354;2;1;2;54780;53.03;4;Encantados
5729;16551;1;0;0;79548;51.59;1;Insatisfechos
5730;22173;1;2;2;82498;51.67;4;Encantados
5731;20494;2;1;2;109293;51.93;4;Encantados
5732;11811;1;0;0;85223;53.1;2;Con quejas
5733;20922;1;0;2;36652;49.06;3;Felices
5734;26827;0;0;0;32647;47.57;1;Insatisfechos
5735;25889;2;1;2;57110;55.49;4;Encantados
5736;13188;2;0;2;132279;52.06;2;Con quejas
5737;21940;1;0;1;112797;56.15;2;Con quejas
5738;27748;0;0;0;28342;46.45;1;Insatisfechos
5739;11457;1;0;0;33684;46.3;1;Insatisfechos
5740;28556;3;0;0;127823;52.45;2;Con quejas
5741;25401;2;0;0;133312;52.68;2;Con quejas
5742;25166;2;0;0;56485;56.02;2;Con quejas
5743;24559;0;1;1;59169;50.31;3;Felices
5744;13398;0;1;2;52581;55.64;3;Felices
5745;23088;1;0;0;56086;52.78;1;Insatisfechos
5746;16652;1;0;0;50892;48.08;1;Insatisfechos
5747;27161;2;0;0;78650;49.78;2;Con quejas
5748;23212;0;0;0;57484;50.48;1;Insatisfechos
5749;23884;1;1;2;57379;48.79;3;Felices
5750;22478;0;0;0;80035;51.62;1;Insatisfechos
5751;22040;1;0;0;61654;48.87;1;Insatisfechos
5752;27732;1;0;0;53423;48.29;1;Insatisfechos
5753;26997;2;0;1;54059;48.27;1;Insatisfechos
5754;27797;1;1;1;29479;50.18;3;Felices
5755;20273;1;0;0;61460;51.26;1;Insatisfechos
5756;27318;1;1;2;102492;53.77;4;Encantados
5757;20522;0;1;2;32481;46.79;3;Felices
5758;26830;1;1;2;52857;57.15;4;Encantados
5759;26955;0;1;1;60288;52.57;3;Felices
5760;21879;1;0;0;62660;52.97;1;Insatisfechos
5761;22703;2;0;0;59178;51.54;1;Insatisfechos
5762;23255;1;0;0;51396;55.93;1;Insatisfechos
5763;26457;3;0;1;108724;54.16;2;Con quejas
5764;23169;1;0;0;27126;45.66;1;Insatisfechos
5765;15397;3;1;1;86503;59.08;4;Encantados
5766;27657;0;0;2;32801;46.26;3;Felices
5767;21441;2;0;2;105555;51.22;2;Con quejas
5768;25186;1;0;2;79198;50.14;3;Felices
5769;22613;1;0;0;34071;49.37;1;Insatisfechos
5770;19745;1;0;2;78274;49.84;3;Felices
5771;21011;1;0;0;112242;54.86;2;Con quejas
5772;13791;0;0;0;29776;46.15;1;Insatisfechos
5773;11684;1;0;0;55795;57.96;2;Con quejas
5774;29120;1;0;0;32754;46.37;1;Insatisfechos
5775;28876;1;0;2;32508;47.34;3;Felices
5776;14692;1;0;0;86416;51.81;1;Insatisfechos
5777;23282;1;0;1;84033;50.1;1;Insatisfechos
5778;14915;1;1;2;79716;50.73;3;Felices
5779;13893;2;1;2;55512;56.99;4;Encantados
5780;14520;2;0;0;80671;51.98;2;Con quejas
5781;23501;2;0;3;110780;51.24;4;Encantados
5782;21178;2;0;2;82550;50.09;3;Felices
5783;13030;0;0;0;26083;46.16;1;Insatisfechos
5784;16264;1;0;3;81325;49.95;3;Felices
5785;14187;1;0;2;60063;52.48;3;Felices
5786;14646;2;0;0;134642;55.54;2;Con quejas
5787;19479;2;0;0;61845;52.93;2;Con quejas
5788;14909;0;2;2;55530;52.2;3;Felices
5789;22289;1;1;1;27969;55.38;3;Felices
5790;18263;0;0;1;28423;46.07;1;Insatisfechos
5791;23493;3;0;1;80585;58.87;2;Con quejas
5792;18688;2;1;2;108140;58.86;4;Encantados
5793;12930;2;0;2;55559;48.83;3;Felices
5794;13123;1;0;0;83419;53.34;2;Con quejas
5795;15932;1;1;1;52705;47.94;3;Felices
5796;18739;0;0;1;32468;46.35;1;Insatisfechos
5797;19464;1;1;2;57767;50.5;3;Felices
5798;25351;1;1;1;29974;50.21;3;Felices
5799;16153;3;1;2;137154;62.64;4;Encantados
5800;22368;0;0;0;34183;50.36;1;Insatisfechos
5801;27602;1;0;0;59164;50.56;1;Insatisfechos
5802;13371;0;0;0;59792;50.21;1;Insatisfechos
5803;11669;1;0;0;53005;48.43;1;Insatisfechos
5804;24187;1;0;0;51524;52.88;1;Insatisfechos
5805;11168;1;0;0;80402;51.2;1;Insatisfechos
5806;12480;1;0;0;33569;48.68;1;Insatisfechos
5807;19225;0;0;1;28556;51.13;1;Insatisfechos
5808;29295;0;0;0;105981;53.88;2;Con quejas
5809;13090;2;0;0;80178;56.83;2;Con quejas
5810;13767;0;0;0;60682;49.35;1;Insatisfechos
5811;24594;1;0;0;60946;48.76;1;Insatisfechos
5812;24025;1;2;2;131531;63.73;4;Encantados
5813;14273;1;0;0;55309;48.18;1;Insatisfechos
5814;24092;3;1;2;102155;53.64;4;Encantados
5815;11902;1;1;1;37031;48.48;3;Felices
5816;18516;1;0;1;106533;53.87;2;Con quejas
5817;18853;1;1;2;58373;48.72;3;Felices
5818;17283;1;0;0;62468;52.96;1;Insatisfechos
5819;13582;1;1;2;53825;48.84;3;Felices
5820;24875;1;0;0;58558;54.21;1;Insatisfechos
5821;29022;1;0;0;56973;50.84;1;Insatisfechos
5822;13972;0;0;0;36110;51.24;1;Insatisfechos
5823;24514;2;0;0;80258;49.86;2;Con quejas
5824;17059;2;1;2;105927;52.26;4;Encantados
5825;14916;0;0;0;30961;49.56;1;Insatisfechos
5826;19451;1;0;0;61708;54.12;1;Insatisfechos
5827;12649;1;0;2;54641;54.82;3;Felices
5828;25478;2;0;0;131916;52.48;2;Con quejas
5829;13768;3;0;2;80122;49.33;2;Con quejas
5830;24601;1;0;0;137031;54.95;2;Con quejas
5831;14283;3;0;0;106983;55.21;2;Con quejas
5832;16850;1;0;0;103806;53.58;2;Con quejas
5833;25835;0;0;2;55249;48.04;3;Felices
5834;14622;2;0;1;78709;50.94;2;Con quejas
5835;28025;2;1;2;59789;50.09;3;Felices
5836;16501;1;0;0;56556;48.22;1;Insatisfechos
5837;15597;1;1;1;52684;52.8;3;Felices
5838;20223;2;0;0;105724;51.41;2;Con quejas
5839;11464;2;0;2;57474;48.15;3;Felices
5840;23739;2;0;2;86400;50.13;3;Felices
5841;23431;0;0;1;51935;48.45;1;Insatisfechos
5842;11620;2;0;0;55785;51.52;1;Insatisfechos
5843;26152;1;0;0;28346;48.77;1;Insatisfechos
5844;12466;0;0;2;59370;49.42;3;Felices
5845;20719;1;0;0;52677;48.22;1;Insatisfechos
5846;20256;3;0;0;135547;63.6;2;Con quejas
5847;18689;1;0;1;35344;52.93;1;Insatisfechos
5848;20554;2;0;2;82465;50.59;3;Felices
5849;26071;2;0;0;56469;49.75;1;Insatisfechos
5850;23663;1;0;2;31965;46.36;3;Felices
5851;16583;1;1;2;56375;56.33;4;Encantados
5852;23171;2;0;0;137939;52.86;2;Con quejas
5853;12463;0;0;2;128167;51.46;3;Felices
5854;25254;1;0;0;31716;47.3;1;Insatisfechos
5855;20562;1;0;1;103168;51.34;2;Con quejas
5856;27294;0;0;0;28084;46.02;1;Insatisfechos
5857;29405;3;0;0;84511;51.72;2;Con quejas
5858;22995;2;0;0;131324;53.96;2;Con quejas
5859;19569;2;0;0;104597;51.57;2;Con quejas
5860;23979;1;0;0;51849;51.3;1;Insatisfechos
5861;22570;2;0;1;81039;52.3;2;Con quejas
5862;27413;3;0;2;84746;49.93;2;Con quejas
5863;11244;1;0;0;106712;54.1;2;Con quejas
5864;15047;1;2;2;81112;52.4;4;Encantados
5865;22587;3;0;0;77142;49.16;2;Con quejas
5866;22524;2;0;0;109017;51.41;2;Con quejas
5867;16213;2;0;0;109635;55.23;2;Con quejas
5868;19935;1;1;2;86168;53.05;4;Encantados
5869;27454;1;0;1;31075;45.23;1;Insatisfechos
5870;19144;0;0;0;62617;58.81;1;Insatisfechos
5871;29205;1;0;2;58164;56.85;3;Felices
5872;20247;2;0;0;134176;55.75;2;Con quejas
5873;13286;2;0;0;52617;51.12;1;Insatisfechos
5874;20277;2;0;3;82011;50.55;3;Felices
5875;13571;1;0;2;30719;45.69;3;Felices
5876;29195;2;1;1;52627;49.58;3;Felices
5877;26579;0;0;0;53555;50.58;1;Insatisfechos
5878;28150;1;0;0;108093;58.82;2;Con quejas
5879;15733;0;0;2;58491;48.48;3;Felices
5880;11120;1;0;1;76608;51.95;1;Insatisfechos
5881;29355;1;0;1;31502;46.6;1;Insatisfechos
5882;23298;3;0;0;86967;54.5;2;Con quejas
5883;20933;3;0;0;106833;54.22;2;Con quejas
5884;21673;2;0;0;57874;48.45;1;Insatisfechos
5885;22551;3;0;0;77369;62.52;2;Con quejas
5886;17128;2;1;1;62163;53.07;4;Encantados
5887;12161;1;1;2;86848;53.64;4;Encantados
5888;21773;0;0;2;59429;47.91;3;Felices
5889;20687;3;0;0;105827;53.05;2;Con quejas
5890;21037;3;0;0;134682;52.38;2;Con quejas
5891;14416;1;0;2;85115;49.83;3;Felices
5892;27978;1;0;0;32731;50.35;1;Insatisfechos
5893;26919;1;0;0;85736;50.28;1;Insatisfechos
5894;17819;1;0;1;77845;50.34;1;Insatisfechos
5895;21111;1;0;0;34799;47.7;1;Insatisfechos
5896;22553;2;1;2;52295;49.08;3;Felices
5897;15105;3;2;2;76532;51.74;4;Encantados
5898;16720;0;0;0;26034;49;1;Insatisfechos
5899;13946;0;0;2;33891;52.58;3;Felices
5900;21518;1;1;2;80718;54.61;4;Encantados
5901;22757;2;1;2;86030;51.2;4;Encantados
5902;21894;2;0;0;111229;55.59;2;Con quejas
5903;21876;1;0;0;58838;52.64;1;Insatisfechos
5904;27138;3;0;1;104334;50.66;2;Con quejas
5905;19023;1;1;2;34652;49.36;3;Felices
5906;25765;0;0;0;36581;48.29;1;Insatisfechos
5907;26158;1;1;2;57582;48.49;3;Felices
5908;18243;2;0;0;137101;52.81;2;Con quejas
5909;12492;0;0;0;79923;51.73;1;Insatisfechos
5910;20838;3;0;0;138273;54.84;2;Con quejas
5911;17334;1;1;2;54668;51.67;3;Felices
5912;12594;0;0;2;27018;44.89;3;Felices
5913;23806;1;0;1;35977;46.7;1;Insatisfechos
5914;12064;2;0;1;131661;54.17;2;Con quejas
5915;19925;2;0;2;55341;48.92;3;Felices
5916;22589;2;0;0;76984;52.69;2;Con quejas
5917;17711;2;2;2;55529;48.59;4;Encantados
5918;24120;0;0;0;54938;48.84;1;Insatisfechos
5919;12714;2;0;0;60321;50.89;1;Insatisfechos
5920;24660;0;1;1;78742;50.82;3;Felices
5921;24411;2;0;1;55221;51.58;2;Con quejas
5922;18031;1;0;0;33686;50.62;1;Insatisfechos
5923;28352;2;1;1;109164;54.25;4;Encantados
5924;25742;1;0;0;52063;49.24;1;Insatisfechos
5925;27784;0;0;0;32497;45.32;1;Insatisfechos
5926;21052;2;0;0;56978;50.62;1;Insatisfechos
5927;14681;3;0;0;110148;54.64;2;Con quejas
5928;28654;1;1;1;36961;49.95;3;Felices
5929;22912;2;0;0;130810;54.08;2;Con quejas
5930;27674;1;1;1;32751;50.82;3;Felices
5931;27697;0;0;1;35217;54.58;1;Insatisfechos
5932;14824;2;0;0;86595;58.06;2;Con quejas
5933;24609;1;0;1;34851;46.61;1;Insatisfechos
5934;25396;2;0;0;112316;54.16;2;Con quejas
5935;11430;2;0;1;58549;47.94;1;Insatisfechos
5936;12472;3;0;1;86944;56.74;2;Con quejas
5937;23908;3;0;0;80352;58.62;2;Con quejas
5938;22250;2;0;0;128005;52.01;2;Con quejas
5939;17630;1;0;0;55282;48.12;1;Insatisfechos
5940;14357;0;1;1;32468;49.2;3;Felices
5941;21317;1;0;3;77797;50.66;3;Felices
5942;24556;0;1;1;53295;51.59;3;Felices
5943;21253;1;0;0;78559;50.73;1;Insatisfechos
5944;11777;0;0;0;31538;45.72;1;Insatisfechos
5945;28708;0;0;0;78477;62.02;2;Con quejas
5946;16078;3;0;1;127821;51.71;2;Con quejas
5947;14099;1;2;2;56962;52.37;4;Encantados
5948;14574;3;0;0;103822;51.2;2;Con quejas
5949;26510;1;0;0;58039;50.96;1;Insatisfechos
5950;17863;3;0;0;81730;52.82;2;Con quejas
5951;19401;0;0;0;36656;46.19;1;Insatisfechos
5952;12759;0;0;3;102694;50.89;3;Felices
5953;24117;1;0;0;57018;48.67;1;Insatisfechos
5954;24328;1;0;0;79340;52.26;1;Insatisfechos
5955;15659;3;0;2;87308;49.65;2;Con quejas
5956;27482;1;0;2;57102;51.9;3;Felices
5957;27375;1;0;2;84223;50.68;3;Felices
5958;17775;0;0;0;29280;48.43;1;Insatisfechos
5959;27843;2;1;1;134104;54.07;4;Encantados
5960;23792;0;0;0;28429;56.22;1;Insatisfechos
5961;17448;3;2;2;136828;52.99;4;Encantados
5962;28250;2;0;2;53300;53.66;3;Felices
5963;17101;2;0;0;56695;49.56;1;Insatisfechos
5964;22284;2;0;0;82743;54.31;2;Con quejas
5965;21947;2;1;1;59314;49.6;3;Felices
5966;25269;2;0;1;128358;54.74;2;Con quejas
5967;24166;1;0;0;57610;52.29;1;Insatisfechos
5968;13979;1;0;0;82560;52.31;1;Insatisfechos
5969;28786;1;1;2;36508;54.63;3;Felices
5970;11027;0;2;2;82684;53.86;4;Encantados
5971;23490;1;0;2;59800;50.34;3;Felices
5972;13590;2;1;2;127990;61.14;4;Encantados
5973;15857;3;0;0;111517;51.83;2;Con quejas
5974;15252;2;0;0;81758;49.97;2;Con quejas
5975;29395;2;0;1;104546;51.36;2;Con quejas
5976;29088;0;0;0;31693;49.37;1;Insatisfechos
5977;22424;1;0;0;53344;58.73;2;Con quejas
5978;24649;1;0;2;60737;49.09;3;Felices
5979;16362;1;1;2;79996;60.59;4;Encantados
5980;27027;1;0;0;54031;51.17;1;Insatisfechos
5981;21274;1;0;0;57587;48.46;1;Insatisfechos
5982;13237;1;0;2;52451;57.68;3;Felices
5983;26165;1;1;2;55097;49.27;3;Felices
5984;14995;1;0;0;56597;49.09;1;Insatisfechos
5985;12399;1;0;0;54508;51.73;1;Insatisfechos
5986;28343;1;0;0;53470;50.48;1;Insatisfechos
5987;24008;3;0;0;83615;50.51;2;Con quejas
5988;23215;1;1;2;137654;57.67;4;Encantados
5989;27295;1;0;0;60763;50.27;1;Insatisfechos
5990;29469;2;1;2;128001;53.97;4;Encantados
5991;20147;3;1;2;102608;51.72;4;Encantados
5992;25071;1;2;2;59054;50.09;4;Encantados
5993;14417;1;0;0;83545;55.29;2;Con quejas
5994;12017;0;0;0;34755;46.94;1;Insatisfechos
5995;14342;1;0;0;55376;48.49;1;Insatisfechos
5996;12026;1;0;0;85853;50.27;1;Insatisfechos
5997;15402;1;1;2;34792;51.92;3;Felices
5998;23063;1;1;2;133199;55.01;4;Encantados
5999;16943;1;2;2;138021;56.5;4;Encantados
6000;18755;1;0;0;36666;49.28;1;Insatisfechos
6001;26556;2;0;0;82700;50.1;2;Con quejas
6002;20105;1;0;2;61330;49.07;3;Felices
6003;23135;2;0;2;104109;50.83;2;Con quejas
6004;23822;3;0;0;134106;52.64;2;Con quejas
6005;24132;1;0;0;33252;46.31;1;Insatisfechos
6006;25754;1;0;0;56794;56.95;2;Con quejas
6007;14754;1;0;2;52357;54.74;3;Felices
6008;21136;1;0;0;52494;47.75;1;Insatisfechos
6009;29263;3;0;3;107682;51.3;4;Encantados
6010;14129;0;0;0;26440;45.34;1;Insatisfechos
6011;23414;0;0;0;35586;50.75;1;Insatisfechos
6012;16548;2;0;2;102827;52.86;2;Con quejas
6013;13374;2;1;2;60347;55.79;4;Encantados
6014;27752;2;0;0;79259;51.81;2;Con quejas
6015;11754;0;1;1;106502;54.18;4;Encantados
6016;25543;3;1;2;81614;59.6;4;Encantados
6017;20738;1;0;1;136226;55.49;2;Con quejas
6018;11075;2;0;0;53084;48.19;1;Insatisfechos
6019;19583;2;1;2;54540;48.92;3;Felices
6020;14761;3;0;0;135140;54.85;2;Con quejas
6021;17624;3;0;0;77618;51.02;2;Con quejas
6022;18645;0;2;2;52217;52.57;3;Felices
6023;27597;3;0;0;85600;54.47;2;Con quejas
6024;28717;0;1;2;27210;52.73;3;Felices
6025;26356;1;1;2;85207;53.41;4;Encantados
6026;21934;2;1;2;85266;52.66;4;Encantados
6027;19352;1;0;0;58257;55.71;1;Insatisfechos
6028;13591;1;1;2;103232;51.11;4;Encantados
6029;20401;2;1;2;135558;56.38;4;Encantados
6030;25314;1;0;0;54975;52.71;1;Insatisfechos
6031;24508;1;0;0;32062;48.78;1;Insatisfechos
6032;14978;1;0;0;106435;53.49;2;Con quejas
6033;27887;0;0;0;53425;52.12;1;Insatisfechos
6034;18242;0;1;1;78073;51.63;3;Felices
6035;25602;2;0;0;129788;53.74;2;Con quejas
6036;14769;1;2;2;55145;51.57;4;Encantados
6037;12243;2;0;0;103138;54.54;2;Con quejas
6038;24259;2;0;0;80215;51;2;Con quejas
6039;16921;1;0;0;52054;48.17;1;Insatisfechos
6040;21355;1;0;3;51504;48.12;3;Felices
6041;19243;0;0;0;105955;50.89;1;Insatisfechos
6042;20280;2;0;0;53655;48.08;1;Insatisfechos
6043;11206;0;0;2;87014;53.08;3;Felices
6044;20555;2;0;2;59410;53.8;3;Felices
6045;22080;2;2;2;84171;51.03;4;Encantados
6046;11486;1;0;0;29012;46.39;1;Insatisfechos
6047;28798;1;0;0;52112;56.62;1;Insatisfechos
6048;20763;2;1;2;55293;58.79;4;Encantados
6049;25134;2;0;0;128385;52.34;2;Con quejas
6050;24032;1;0;1;36307;47.1;1;Insatisfechos
6051;13930;1;1;2;77619;51.12;3;Felices
6052;17917;0;0;0;81900;53.19;1;Insatisfechos
6053;22898;1;2;2;81997;53.83;4;Encantados
6054;24346;1;2;2;59011;48.7;3;Felices
6055;19690;2;1;1;136722;55.46;4;Encantados
6056;13569;0;0;0;53392;52.14;1;Insatisfechos
6057;17406;0;0;2;36127;46.68;3;Felices
6058;15298;1;1;1;85655;50.34;3;Felices
6059;19244;2;0;0;86942;51.18;2;Con quejas
6060;27979;1;0;2;83304;50.07;3;Felices
6061;13923;2;0;0;109340;55.66;2;Con quejas
6062;29323;1;0;0;28296;47.59;1;Insatisfechos
6063;16519;1;0;0;58197;49.5;1;Insatisfechos
6064;14615;1;0;0;81372;54.81;2;Con quejas
6065;12144;1;1;2;33019;46.96;3;Felices
6066;19285;0;0;2;104363;51.8;3;Felices
6067;25264;2;0;0;82063;54.41;2;Con quejas
6068;23239;2;0;0;62363;51.09;1;Insatisfechos
6069;21871;3;0;0;136418;56.6;2;Con quejas
6070;26283;1;0;0;78877;50.18;1;Insatisfechos
6071;26731;2;0;1;60852;56.97;2;Con quejas
6072;21002;2;0;0;80445;52.63;2;Con quejas
6073;18398;0;0;0;54704;49.99;1;Insatisfechos
6074;17690;1;0;0;138358;55.56;2;Con quejas
6075;25780;1;1;1;106635;53.64;4;Encantados
6076;20780;3;0;2;83882;50.64;2;Con quejas
6077;12543;1;1;2;62561;52.58;3;Felices
6078;11499;0;0;0;82402;50.46;1;Insatisfechos
6079;16490;3;0;0;86423;50.45;2;Con quejas
6080;13313;1;1;1;34922;50.16;3;Felices
6081;14011;2;0;0;84046;61.21;2;Con quejas
6082;15946;1;0;0;77035;60.4;2;Con quejas
6083;20272;1;0;0;51584;52.21;1;Insatisfechos
6084;21250;2;0;0;77928;49.76;2;Con quejas
6085;23564;0;0;0;27543;48.36;1;Insatisfechos
6086;14070;2;0;0;132407;61.75;2;Con quejas
6087;14198;0;1;2;33724;46.11;3;Felices
6088;15619;3;0;0;108466;51.08;2;Con quejas
6089;24985;2;0;2;102345;50.88;2;Con quejas
6090;29254;1;1;1;54885;51.94;3;Felices
6091;13741;3;0;1;82478;49.35;2;Con quejas
6092;25327;1;0;0;33289;46.65;1;Insatisfechos
6093;26941;3;1;1;77931;59.78;4;Encantados
6094;18052;1;1;2;107427;52.66;4;Encantados
6095;23395;3;0;0;136562;53.06;2;Con quejas
6096;11062;1;0;0;51473;48.44;1;Insatisfechos
6097;18011;3;0;0;86647;52.31;2;Con quejas
6098;21425;2;1;2;55204;52.45;4;Encantados
6099;23384;3;1;1;104531;53.82;4;Encantados
6100;16000;2;0;3;86427;49.71;3;Felices
6101;26648;1;0;0;27642;46.66;1;Insatisfechos
6102;14711;0;0;0;61744;49.75;1;Insatisfechos
6103;15939;2;0;1;53308;48.02;1;Insatisfechos
6104;19755;1;0;0;56129;48.58;1;Insatisfechos
6105;14209;1;0;0;61590;48.86;1;Insatisfechos
6106;21172;2;0;0;106650;51.5;2;Con quejas
6107;26498;1;1;2;79043;58.93;4;Encantados
6108;12891;2;0;0;134767;52.43;2;Con quejas
6109;11974;1;0;0;51558;52.09;1;Insatisfechos
6110;25256;0;0;0;35459;47.19;1;Insatisfechos
6111;22165;2;0;0;57310;48.24;1;Insatisfechos
6112;22759;0;1;2;34215;50.66;3;Felices
6113;29070;2;0;0;56390;48.05;1;Insatisfechos
6114;13164;1;0;0;78931;53.59;2;Con quejas
6115;15104;1;1;2;54845;48.82;3;Felices
6116;21423;1;0;0;78507;59.14;2;Con quejas
6117;26751;1;0;0;56636;50.22;1;Insatisfechos
6118;22350;1;2;2;30624;48.53;3;Felices
6119;27918;0;1;1;27109;46.15;3;Felices
6120;24502;1;1;2;60686;52.33;3;Felices
6121;25487;1;0;2;60438;48.32;3;Felices
6122;21547;1;0;0;54884;57.08;2;Con quejas
6123;28882;0;0;2;60776;48.86;3;Felices
6124;12931;1;0;0;53725;51.62;1;Insatisfechos
6125;11927;1;0;0;34042;48.31;1;Insatisfechos
6126;29090;1;1;2;30241;47.73;3;Felices
6127;14470;1;0;1;57769;49.37;1;Insatisfechos
6128;19872;0;1;2;54066;49.03;3;Felices
6129;13936;1;0;2;56272;48.53;3;Felices
6130;27615;1;1;2;54483;53;3;Felices
6131;23310;1;1;2;35304;47.58;3;Felices
6132;19682;0;1;2;28156;44.99;3;Felices
6133;22875;1;0;0;54636;57.86;2;Con quejas
6134;17112;1;0;2;55451;48.61;3;Felices
6135;17570;3;0;0;137530;52.83;2;Con quejas
6136;24550;3;0;2;82445;50.46;2;Con quejas
6137;28950;1;0;0;35150;50.31;1;Insatisfechos
6138;16512;1;1;1;55916;51.52;3;Felices
6139;27931;0;2;2;54465;47.99;3;Felices
6140;15218;2;0;0;130462;54.88;2;Con quejas
6141;27246;2;0;0;82948;50.9;2;Con quejas
6142;23053;1;0;2;61641;48.88;3;Felices
6143;19219;2;0;1;108876;51.29;2;Con quejas
6144;23470;1;0;0;79095;53.9;2;Con quejas
6145;14859;1;0;2;27791;44.78;3;Felices
6146;13451;2;1;1;83725;51.54;4;Encantados
6147;29426;2;0;0;59074;48.85;1;Insatisfechos
6148;13335;0;0;1;28102;50;1;Insatisfechos
6149;20667;1;0;0;135986;56.25;2;Con quejas
6150;15275;0;0;0;53934;48.67;1;Insatisfechos
6151;12098;1;0;0;76665;53.77;2;Con quejas
6152;27592;1;0;0;26416;44.83;1;Insatisfechos
6153;14607;2;0;0;102878;55.06;2;Con quejas
6154;21771;3;1;2;106308;51.5;4;Encantados
6155;23359;2;0;0;104925;59.26;2;Con quejas
6156;12903;2;0;0;53023;49.05;1;Insatisfechos
6157;23789;0;0;2;30326;54.85;3;Felices
6158;17923;2;0;0;56251;51.43;1;Insatisfechos
6159;14072;1;1;2;34825;52.46;3;Felices
6160;28112;0;0;0;87497;50.56;1;Insatisfechos
6161;17904;1;0;0;79343;52.58;1;Insatisfechos
6162;17230;1;0;0;57034;49.03;1;Insatisfechos
6163;15625;1;1;1;105131;52.75;4;Encantados
6164;17875;2;1;2;112411;57.99;4;Encantados
6165;23802;1;1;2;34049;48.25;3;Felices
6166;12893;1;1;2;135130;53.67;4;Encantados
6167;13775;2;0;0;57739;52.55;2;Con quejas
6168;29422;2;0;0;62209;51.39;1;Insatisfechos
6169;22544;2;2;2;77510;49.26;4;Encantados
6170;17005;2;0;0;103847;52.26;2;Con quejas
6171;11104;1;0;2;55670;48.55;3;Felices
6172;21786;0;1;2;58791;50.8;3;Felices
6173;17335;1;0;0;33978;46.16;1;Insatisfechos
6174;28253;1;0;0;51852;51.06;1;Insatisfechos
6175;27355;0;0;0;56776;48.53;1;Insatisfechos
6176;28430;0;0;0;36289;46.32;1;Insatisfechos
6177;20236;2;0;0;128422;59.45;2;Con quejas
6178;12295;1;0;1;58138;51.34;1;Insatisfechos
6179;24494;2;2;2;56429;49.69;4;Encantados
6180;14732;3;0;2;102693;51.22;2;Con quejas
6181;19120;2;0;0;108097;51.44;2;Con quejas
6182;17320;2;0;0;111860;56.44;2;Con quejas
6183;11270;1;1;1;132986;64.08;4;Encantados
6184;21864;0;0;0;77912;55.16;1;Insatisfechos
6185;23145;0;0;1;27394;45.78;1;Insatisfechos
6186;14450;1;1;1;105431;60;4;Encantados
6187;27750;3;0;0;109285;51.72;2;Con quejas
6188;28220;1;0;0;77483;49.05;1;Insatisfechos
6189;27291;3;0;0;104595;61.25;2;Con quejas
6190;25301;1;0;0;56114;52.49;1;Insatisfechos
6191;25531;1;0;2;61643;48.69;3;Felices
6192;12323;1;1;2;57100;50.05;3;Felices
6193;19864;1;1;2;59129;56.98;4;Encantados
6194;27879;1;0;0;60649;48.8;1;Insatisfechos
6195;24195;0;1;1;86336;55.05;4;Encantados
6196;19941;2;0;0;57620;59.74;2;Con quejas
6197;28208;1;0;0;111410;53.9;2;Con quejas
6198;18928;0;0;2;60569;48.99;3;Felices
6199;28711;3;0;2;103705;51.47;2;Con quejas
6200;13572;2;0;0;58178;48.65;1;Insatisfechos
6201;26098;1;1;1;26862;47.8;3;Felices
