id_oportunidad,id_estudiante,programa,etapa,fecha_afluencia,fecha_ganado,fecha_perdido,consultor,edad,estado_civil,ciudad,provincia,trabaja,colegio,tipo_admision,origen,enteraste
0061U00000NhXfA,6558956714391150888,1P234,Cerrada Perdida,2021-08-17 00:00:00,,2022-02-16 00:00:00,8,21.0,Soltero/a,QUITO,PICHINCHA,No,1605,Convalidado,Simulador Homologación,Aplicaciones
0061U00000On2fh,1634692010322047378,1P624,Afluente,2021-11-09 00:00:00,,,23,18.0,Soltero/a,QUITO,PICHINCHA,No,1367,Normal,Colegios,Televisión
0061U00000NhuN0,-7770482105731767990,ERA N,Cerrada Perdida,2021-08-20 00:00:00,,2021-08-20 00:00:00,9,26.0,Soltero/a,QUITO,PICHINCHA,Si,-1,Normal,Facebook,Portales web
0061U00000O5XLG,7115996603332997007,1P724,Cerrada Ganada,2021-09-15 00:00:00,2021-09-24 00:00:00,,22,21.0,Soltero/a,QUITO,PICHINCHA,No,1554,Normal,,Aplicaciones
0061U00000MjNk5,8203928970934387790,1P704,Cerrada Perdida,2021-05-16 00:00:00,,2021-07-06 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,,Mi colegio
0061U00000O6M6u,5598042785443245458,1P734,Cerrada Perdida,2021-09-22 00:00:00,,2022-02-18 00:00:00,8,18.0,Soltero/a,AMBATO,TUNGURAHUA,No,1919,Normal,Colegios,Aplicaciones
0061U00000NBfuI,-7358738736211406334,1P704,Cerrada Perdida,2021-07-29 00:00:00,,2021-08-16 00:00:00,23,18.0,Soltero/a,AMBATO,TUNGURAHUA,No,1460,Normal,Colegios,Recomendado
0061U00000MlvrR,3140804360674260589,1P584,Cerrada Perdida,2021-06-09 00:00:00,,2021-08-24 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Llamada,Aplicaciones
0061U00000NAaM5,3101094867750626426,1H003,Cerrada Perdida,2021-07-17 00:00:00,2021-08-05 00:00:00,2021-10-25 00:00:00,8,20.0,Soltero/a,QUITO,PICHINCHA,No,1406,Normal,Google Natural Search,Aplicaciones
0061U00000MlE5H,216649357855566438,1P744,Cerrada Perdida,2021-06-02 00:00:00,,2021-07-09 00:00:00,22,25.0,Soltero/a,AMBATO,TUNGURAHUA,No,1907,Convalidado,Simulador Homologación,Aplicaciones
0061U00000N8ux1,5580957413782731625,1P714,Cerrada Perdida,2021-06-28 00:00:00,,2021-09-27 00:00:00,16,24.0,Soltero/a,QUITO,PICHINCHA,No,775,Convalidado,Simulador Homologación,Redes sociales
0061U00000On2gL,1355950811045824852,1P734,Afluente,2021-11-09 00:00:00,,,8,18.0,Soltero/a,QUITO,PICHINCHA,No,487,Normal,Llamada,Aplicaciones
0061U00000NhuNP,3486090983849007256,1P254,Cerrada Ganada,2021-08-20 00:00:00,2021-08-30 00:00:00,,20,18.0,Soltero/a,QUITO,PICHINCHA,No,1992,Normal,Colegios,Mi colegio
0061U00000O5XPc,7506575269106472520,2P237,Cerrada Perdida,2021-09-15 00:00:00,,2021-09-29 00:00:00,20,32.0,Soltero/a,RUMIÑAHUI,PICHINCHA,No,454,Convalidado,,Recomendado
0061U00000MmIX5,-4899577111025131817,1P704,Cerrada Ganada,2021-06-14 00:00:00,2021-07-27 00:00:00,,38,18.0,Soltero/a,QUITO,PICHINCHA,No,1962,Normal,,Mi colegio
0061U00000Mmaav,2618896858794998321,1H594,Cerrada Perdida,2021-06-16 00:00:00,,2021-07-13 00:00:00,23,25.0,Soltero/a,IBARRA,IMBABURA,No,525,Normal,Formulario web,Google
0061U00000NB1vS,-7358738736211406334,1P564,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-29 00:00:00,23,18.0,Soltero/a,AMBATO,TUNGURAHUA,No,1460,Normal,Colegios,Recomendado
0061U00000Mlvt5,-7941498872786595277,1P704,Cerrada Ganada,2021-06-09 00:00:00,2021-07-19 00:00:00,,33,19.0,Soltero/a,QUITO,PICHINCHA,No,1648,Normal,Correo,Aplicaciones
0061U00000NAaM6,8485732221498528626,1P404,Cerrada Ganada,2021-07-17 00:00:00,2021-08-31 00:00:00,,8,20.0,Soltero/a,QUITO,PICHINCHA,No,644,Convalidado,Simulador Homologación,Aplicaciones
0061U00000MlECO,2014343103087794712,1P404,Cerrada Perdida,2021-06-02 00:00:00,,2021-07-27 00:00:00,23,19.0,Soltero/a,QUITO,PICHINCHA,No,1349,Normal,Llamada,Recomendado
0061U00000N8v0u,-3136128656981508735,1P704,Cerrada Perdida,2021-06-28 00:00:00,,2021-07-29 00:00:00,38,18.0,Soltero/a,QUITO,PICHINCHA,No,1367,Normal,Llamada,Artículo en un medio
0061U00000On2pT,-9135959949833795188,1P704,Cerrada Perdida,2021-11-09 00:00:00,,2021-11-09 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,711,Normal,Datos de período anterior,Aplicaciones
0061U00000NhuNj,5036377898892584429,1P614,Cerrada Perdida,2021-08-20 00:00:00,,2021-08-20 00:00:00,23,24.0,Soltero/a,LATACUNGA,COTOPAXI,No,1284,Normal,Datos de período anterior,Redes sociales
0061U00000O5XOt,-2780386283289636558,1P464,Cerrada Perdida,2021-09-15 00:00:00,,2022-01-30 00:00:00,7,17.0,,,,,272,Normal,Whatsapp,
0061U00000Mjqq0,-4899577111025131817,1P704,Cerrada Perdida,2021-05-17 00:00:00,,2021-05-31 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,1962,Normal,,Mi colegio
0061U00000NAKmm,2618896858794998321,1H594,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-27 00:00:00,23,25.0,Soltero/a,IBARRA,IMBABURA,No,525,Normal,Formulario web,Google
0061U00000NB1vc,-4853896132690734513,1P714,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-19 00:00:00,35,44.0,Soltero/a,QUITO,PICHINCHA,Si,395,Normal,Facebook,Aplicaciones
0061U00000MlvyF,7691223260471370592,1P704,Cerrada Ganada,2021-06-09 00:00:00,2021-07-21 00:00:00,,23,20.0,Soltero/a,QUITO,PICHINCHA,No,749,Normal,Whatsapp,Aplicaciones
0061U00000NAu2K,2425964117449131635,1P374,Cerrada Ganada,2021-07-21 00:00:00,2021-08-20 00:00:00,,7,20.0,Soltero/a,QUITO,PICHINCHA,No,371,Normal,Google Ad,Portales web
0061U00000MlELE,-6653191870011018533,1P714,Cerrada Perdida,2021-06-02 00:00:00,,2021-06-24 00:00:00,35,24.0,Soltero/a,QUITO,PICHINCHA,Si,653,Normal,Google Natural Search,Artículo en un medio
0061U00000N8v5S,-330051687187959142,1P714,Cerrada Perdida,2021-06-28 00:00:00,,2021-09-30 00:00:00,36,35.0,Soltero/a,QUITO,PICHINCHA,Si,1811,Normal,Google Natural Search,Recomendado
0061U00000On2qH,-9135959949833795188,1P704,Cerrada Perdida,2021-11-09 00:00:00,,2022-01-30 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,711,Normal,Datos de período anterior,Aplicaciones
0061U00000O5XVf,-2444601230076381425,1P234,Cerrada Perdida,2021-09-15 00:00:00,,2022-01-27 00:00:00,2,18.0,Soltero/a,QUITO,PICHINCHA,No,638,Normal,Datos de período anterior,Marketing directo
0061U00000MjprM,5513823699910712786,1P564,Cerrada Perdida,2021-05-17 00:00:00,,2021-06-09 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,895,Normal,,Mi colegio
0061U00000Mmad8,243000663451763592,1P704,Cerrada Perdida,2021-06-16 00:00:00,,2021-08-30 00:00:00,7,,,AMBATO,TUNGURAHUA,,1924,Normal,Colegios,
0061U00000NB1yn,-7467454362838077821,2P237,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-22 00:00:00,8,76.0,Soltero/a,QUITO,PICHINCHA,No,1949,Convalidado,Google Ad,Aplicaciones
0061U00000Mlvzw,5089944822060534743,1P704,Cerrada Perdida,2021-06-09 00:00:00,,2021-08-12 00:00:00,16,18.0,Soltero/a,CUENCA,AZUAY,No,1721,Normal,Colegios,Portales web
0061U00000NAaLW,2425964117449131635,1P374,Cerrada Perdida,2021-07-17 00:00:00,,2021-07-21 00:00:00,7,20.0,Soltero/a,QUITO,PICHINCHA,No,371,Normal,Google Ad,Portales web
0061U00000MlEOP,-5940136611806254639,1P624,Cerrada Perdida,2021-06-02 00:00:00,,2021-08-02 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,1099,Normal,Llamada,Aplicaciones
0061U00000N8v6n,1432048771409397171,1P234,Cerrada Perdida,2021-06-28 00:00:00,,2021-08-12 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,1605,Normal,Colegios,Recomendado
0061U00000On2tu,-6635411256118992453,1P704,Afluente,2021-11-09 00:00:00,,,20,17.0,Soltero/a,QUITO,PICHINCHA,No,402,Normal,Simulador Homologación,Recomendado
0061U00000NhuPB,4936207534463661020,1P734,Cerrada Ganada,2021-08-20 00:00:00,2021-08-27 00:00:00,,15,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Recomendado
0061U00000O7syf,-5499117141592738238,1P524,Cerrada Ganada,2021-10-11 00:00:00,2021-10-26 00:00:00,2021-10-27 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,70,Normal,Colegios,Recomendado
0061U00000MjRfW,917713533314669976,1P454,Cerrada Ganada,2021-05-17 00:00:00,2021-06-24 00:00:00,,8,25.0,Soltero/a,QUITO,PICHINCHA,No,69,Convalidado,,Aplicaciones
0061U00000MmagC,-5141037039125103180,1P781,Cerrada Perdida,2021-06-16 00:00:00,,2021-07-01 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,844,Normal,Colegios,Portales web
0061U00000NB1zM,-3482315748430010274,1P704,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-27 00:00:00,20,20.0,Soltero/a,,PICHINCHA,No,496,Normal,Colegios,Recomendado
0061U00000Mlw4Z,836609730139880853,1P564,Cerrada Ganada,2021-06-09 00:00:00,2021-08-13 16:00:00,2021-10-01 00:00:00,22,20.0,Soltero/a,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,No,838,Normal,Whatsapp,Aplicaciones
0061U00000NBOnj,1500108153283734939,2P267,Cerrada Ganada,2021-07-27 00:00:00,2021-09-11 08:00:00,2021-10-27 00:00:00,16,20.0,Soltero/a,QUITO,PICHINCHA,No,1098,Normal,Google Ad,Aplicaciones
0061U00000MlERE,207717916268654468,1P734,Cerrada Perdida,2021-06-02 00:00:00,,2021-06-02 00:00:00,27,26.0,,QUITO,PICHINCHA,,740,Normal,Formulario web,
0061U00000N8vDr,3847981967578569834,1P594,Cerrada Perdida,2021-06-28 00:00:00,,2021-07-14 00:00:00,22,20.0,Soltero/a,QUITO,PICHINCHA,No,679,Normal,Google Natural Search,Aplicaciones
0061U00000On2uT,-7720473703135567349,1P704,Cerrada Perdida,2021-11-09 00:00:00,,2021-11-26 00:00:00,34,18.0,Soltero/a,QUITO,PICHINCHA,No,397,Normal,Colegios,Redes sociales
0061U00000O6Yg1,4936207534463661020,1P734,Cerrada Ganada,2021-09-24 00:00:00,2021-10-14 16:00:00,2021-10-27 00:00:00,15,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Recomendado
0061U00000O5XRT,-5499117141592738238,1P524,Cerrada Perdida,2021-09-15 00:00:00,,2021-09-30 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,70,Normal,Colegios,Recomendado
0061U00000MjMzI,-4395103431024841480,1P704,Cerrada Ganada,2021-05-16 00:00:00,2021-07-22 16:00:00,2021-10-01 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,749,Normal,,Aplicaciones
0061U00000Mmam1,-9030362043659422999,1P684,Cerrada Perdida,2021-06-16 00:00:00,,2021-07-09 00:00:00,7,32.0,,QUITO,PICHINCHA,,1367,Convalidado,Referidos,
0061U00000NB1zW,6484737730332008126,1H003,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-29 00:00:00,19,40.0,Casado/a,HUAQUILLAS,EL ORO,Si,1428,Normal,Google Natural Search,Portales web
0061U00000Mlw4j,2356794816759759421,1P704,Cerrada Ganada,2021-06-09 00:00:00,2021-07-22 00:00:00,,33,18.0,Soltero/a,QUITO,PICHINCHA,No,80,Normal,Llamada,Portales web
0061U00000NBOp1,3825166875550042458,1P624,Cerrada Perdida,2021-07-27 00:00:00,,2021-08-17 00:00:00,20,20.0,Soltero/a,QUITO,PICHINCHA,No,440,Normal,Walk-in,Recomendado
0061U00000Mmeuo,6296394615360787522,1P704,Cerrada Ganada,2021-06-17 00:00:00,2021-07-23 00:00:00,,13,18.0,Soltero/a,PEDRO VICENTE MALDONADO,PICHINCHA,No,977,Normal,Google Natural Search,Aplicaciones
0061U00000NALy6,3847981967578569834,1P594,Cerrada Perdida,2021-07-14 00:00:00,,2021-08-03 00:00:00,22,20.0,Soltero/a,QUITO,PICHINCHA,No,679,Normal,Google Natural Search,Aplicaciones
0061U00000On38g,-7206519181021554349,1P634,Cerrada Perdida,2021-11-09 00:00:00,,2022-02-08 00:00:00,23,34.0,Soltero/a,QUITO,PICHINCHA,No,1692,Normal,,Recomendado
0061U00000NhuPf,2406832132100693203,2P237,Cerrada Perdida,2021-08-20 00:00:00,,2021-09-03 00:00:00,36,31.0,Unión Libre,QUITO,PICHINCHA,No,1596,Normal,Google Ad,Recomendado
0061U00000O7XN4,-7400815653078412152,1P714,Cerrada Ganada,2021-10-06 00:00:00,2021-10-27 00:00:00,,8,18.0,Soltero/a,QUITO,PICHINCHA,No,350,Normal,Colegios,Aplicaciones
0061U00000MjNCJ,-7360076870062733498,1P714,Cerrada Perdida,2021-05-16 00:00:00,,2021-06-18 00:00:00,8,26.0,Soltero/a,QUITO,PICHINCHA,No,520,Convalidado,,Aplicaciones
0068W00000RtSZD,3219030618982580502,1P734,Cerrada Perdida,2022-01-20 00:00:00,,2022-01-20 00:00:00,36,19.0,Soltero/a,OTAVALO,IMBABURA,No,374,Normal,Llamada,Recomendado
0061U00000NjOJx,6484737730332008126,1H003,Cerrada Ganada,2021-09-03 00:00:00,2021-10-17 08:00:00,2021-10-27 00:00:00,19,40.0,Casado/a,HUAQUILLAS,EL ORO,Si,1428,Convalidado,Google Natural Search,Portales web
0061U00000Mlw9d,3905679173206276956,1P484,Cerrada Perdida,2021-06-09 00:00:00,,2021-08-03 00:00:00,16,22.0,,QUITO,PICHINCHA,No,478,Normal,Chat en línea,Aplicaciones
0061U00000NBOvx,-6698552211802902067,1P704,Cerrada Perdida,2021-07-27 00:00:00,,2021-07-27 00:00:00,38,18.0,Soltero/a,LATACUNGA,COTOPAXI,No,1474,Normal,Colegios,Aplicaciones
0061U00000MmIJP,6296394615360787522,1P704,Cerrada Perdida,2021-06-14 00:00:00,,2021-06-14 00:00:00,13,18.0,Soltero/a,PEDRO VICENTE MALDONADO,PICHINCHA,No,977,Normal,Google Natural Search,Aplicaciones
0061U00000N9lWL,3689409844081475643,1P214,Cerrada Ganada,2021-07-09 00:00:00,2021-08-27 00:00:00,,33,22.0,Soltero/a,QUITO,PICHINCHA,No,894,Convalidado,,Portales web
0061U00000On38b,-972026798899427923,ERA N,Cerrada Perdida,2021-11-09 00:00:00,,2022-01-31 00:00:00,7,,,QUITO,PICHINCHA,,686,Normal,Whatsapp,
0061U00000NhuSV,4909489247353950964,1P714,Test,2021-08-20 00:00:00,,,19,24.0,Soltero/a,TENA,NAPO,No,1436,Convalidado,Simulador Homologación,Recomendado
0061U00000O5Xh7,-7400815653078412152,1P714,Cerrada Perdida,2021-09-15 00:00:00,,2021-09-28 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,350,Normal,Colegios,Aplicaciones
0061U00000MjQw2,-7788861726118697584,1P464,Cerrada Perdida,2021-05-17 00:00:00,,2021-08-04 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,584,Normal,,Aplicaciones
0068W00000RtScv,3219030618982580502,1P734,Cerrada Ganada,2022-01-20 00:00:00,2022-02-18 00:00:00,,36,19.0,Soltero/a,OTAVALO,IMBABURA,No,374,Normal,Llamada,Recomendado
0061U00000NB20e,-3872748108231323851,1P524,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-30 00:00:00,33,18.0,Soltero/a,QUITO,PICHINCHA,No,1364,Normal,Google Natural Search,Redes sociales
0061U00000MlwA2,1027242360816374414,1P734,Cerrada Perdida,2021-06-09 00:00:00,,2021-06-09 00:00:00,36,24.0,Soltero/a,QUITO,PICHINCHA,Si,1680,Normal,Llamada,Recomendado
0061U00000NBOtX,1447233816404473936,1P781,Cerrada Perdida,2021-07-27 00:00:00,,2021-09-13 00:00:00,16,31.0,Soltero/a,QUITO,PICHINCHA,No,1648,Convalidado,Facebook,Redes sociales
0061U00000MmIJQ,85448342268704562,1P564,Cerrada Perdida,2021-06-14 00:00:00,,2021-09-11 00:00:00,38,18.0,Soltero/a,OTAVALO,IMBABURA,No,1946,Normal,Llamada,Aplicaciones
0061U00000N9kVS,2468775118975765329,2P567,Cerrada Perdida,2021-07-09 00:00:00,,2021-07-09 00:00:00,23,32.0,Soltero/a,QUITO,PICHINCHA,Si,1349,Normal,Llamada,Portales web
0061U00000On39A,275527292827706371,1P714,Inscrito,2021-11-09 00:00:00,,,23,24.0,Soltero/a,IBARRA,IMBABURA,Si,1209,Normal,Llamada,Redes sociales
0061U00000NhuU7,6030118269080376657,1P614,Cerrada Perdida,2021-08-20 00:00:00,,2021-10-27 00:00:00,2,18.0,Soltero/a,RIOBAMBA,CHIMBORAZO,No,1507,Normal,Colegios,Aplicaciones
0061U00000O5Xld,6144406932065152490,1P444,Cerrada Perdida,2021-09-15 00:00:00,,2021-09-22 00:00:00,7,18.0,Soltero/a,QUITO,PICHINCHA,No,1215,Normal,Google Ad,Portales web
0068W00000RvRHi,4660500991287080963,1P704,Cerrada Perdida,2022-02-09 00:00:00,,2022-02-17 00:00:00,16,18.0,Soltero/a,LATACUNGA,COTOPAXI,No,1889,Normal,,Aplicaciones
0061U00000Mmama,3219030618982580502,1P734,Cerrada Perdida,2021-06-16 00:00:00,,2021-08-12 00:00:00,16,19.0,Soltero/a,OTAVALO,IMBABURA,No,374,Normal,Llamada,Recomendado
0061U00000NB20f,4610199404199587909,1P654,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-28 00:00:00,33,18.0,Soltero/a,IBARRA,IMBABURA,No,525,Normal,Colegios,Recomendado
0061U00000MlwBI,-834566529671582619,1P704,Cerrada Ganada,2021-06-09 00:00:00,2021-07-19 00:00:00,,13,18.0,Soltero/a,QUITO,PICHINCHA,No,808,Normal,Colegios,Aplicaciones
0061U00000NBOtm,-3388486588972863071,1P404,Cerrada Ganada,2021-07-27 00:00:00,2021-08-10 00:00:00,,22,18.0,Soltero/a,QUITO,PICHINCHA,No,844,Normal,Google Natural Search,Aplicaciones
0061U00000MmIMP,8166517279491877120,1P704,Cerrada Ganada,2021-06-14 00:00:00,2021-08-14 08:00:00,2021-10-01 00:00:00,16,19.0,Soltero/a,QUITO,PICHINCHA,No,1602,Normal,Whatsapp,Portales web
0061U00000N9kRQ,5600715493393188614,1H254,Cerrada Perdida,2021-07-09 00:00:00,,2021-09-02 00:00:00,35,24.0,Soltero/a,ORELLANA,ORELLANA,Si,1424,Normal,Llamada,Aplicaciones
0061U00000On39Z,-9032360666398997080,1P564,Afluente,2021-11-09 00:00:00,,,35,17.0,Soltero/a,MANTA,MANABI,No,1059,Normal,Colegios,Aplicaciones
0061U00000NhuV5,9133317229790347645,1P444,Cerrada Perdida,2021-08-20 00:00:00,,2021-09-30 00:00:00,35,18.0,Soltero/a,QUITO,PICHINCHA,No,1355,Normal,Colegios,Aplicaciones
0061U00000O6Mjl,6144406932065152490,1P444,Cerrada Perdida,2021-09-22 00:00:00,,2021-10-13 00:00:00,7,18.0,Soltero/a,QUITO,PICHINCHA,No,1215,Normal,Google Ad,Portales web
0061U00000MjSSg,4660500991287080963,1P704,Cerrada Perdida,2021-05-17 00:00:00,,2021-06-03 00:00:00,8,18.0,Soltero/a,LATACUNGA,COTOPAXI,No,1889,Normal,,Aplicaciones
0061U00000MmanJ,834271799242815879,1P744,Cerrada Perdida,2021-06-16 00:00:00,,2021-08-16 00:00:00,22,20.0,Soltero/a,QUITO,PICHINCHA,No,1990,Convalidado,Llamada,Aplicaciones
0061U00000NB23O,2629256594940042280,1P791,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-18 00:00:00,15,18.0,Soltero/a,QUITO,PICHINCHA,No,119,Normal,Colegios,Marketing directo
0061U00000MlwV7,-269521650494960947,1P704,Cerrada Ganada,2021-06-09 00:00:00,2021-06-30 00:00:00,,36,18.0,Soltero/a,QUITO,PICHINCHA,No,581,Normal,Colegios,Mi colegio
0061U00000NBOzu,-3414134913989349374,1P554,Cerrada Perdida,2021-07-27 00:00:00,,2021-08-04 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,928,Normal,Colegios,Recomendado
0061U00000MmIOV,1600148903171249724,1P614,Cerrada Perdida,2021-06-14 00:00:00,,2021-07-14 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,143,Normal,Colegios,Aplicaciones
0061U00000N9kkg,355587791923170823,2P257,Cerrada Perdida,2021-07-09 00:00:00,,2021-08-20 00:00:00,38,28.0,,QUITO,PICHINCHA,No,724,Normal,,Aplicaciones
0061U00000On3Fn,-5832274228866497001,1P791,Matrícula,2021-11-09 00:00:00,,,7,18.0,Soltero/a,QUITO,PICHINCHA,No,1648,Normal,Whatsapp,Portales web
0061U00000NhuVP,-1528776649268278159,1P634,Cerrada Perdida,2021-08-20 00:00:00,,2021-09-22 00:00:00,13,21.0,Soltero/a,SAQUISILÍ,COTOPAXI,No,1146,Normal,Llamada,Aplicaciones
0061U00000O5XnK,-157240640645521800,1P781,Cerrada Ganada,2021-09-15 00:00:00,2021-09-28 00:00:00,,36,20.0,Soltero/a,QUITO,PICHINCHA,No,1791,Normal,,Recomendado
0061U00000MjRdp,9048633955862158804,1P704,Cerrada Perdida,2021-05-17 00:00:00,,2021-06-18 00:00:00,8,28.0,Soltero/a,GUAYAQUIL,GUAYAS,No,1823,Convalidado,,Aplicaciones
0061U00000Mmapt,8590328855617863401,1P624,Cerrada Ganada,2021-06-16 00:00:00,2021-08-16 08:00:00,2021-10-01 00:00:00,35,18.0,Soltero/a,QUITO,PICHINCHA,No,1893,Normal,,Aplicaciones
0061U00000NBeoh,821259972635412592,1P594,Cerrada Ganada,2021-07-29 00:00:00,2021-09-20 00:00:00,2021-10-27 00:00:00,34,18.0,Soltero/a,QUITO,PICHINCHA,No,104,Normal,Colegios,Recomendado
0061U00000MlwWo,-7960905533910196587,1P704,Cerrada Perdida,2021-06-09 00:00:00,,2021-07-26 00:00:00,38,19.0,Soltero/a,QUITO,PICHINCHA,No,1685,Normal,Google Natural Search,Aplicaciones
0061U00000NBOuG,4287949283116972498,1P624,Cerrada Perdida,2021-07-27 00:00:00,,2021-09-28 00:00:00,19,17.0,Soltero/a,QUITO,PICHINCHA,No,737,Normal,Colegios,Mi colegio
0061U00000MmIP4,7223893952861032348,1P354,Cerrada Perdida,2021-06-14 00:00:00,,2021-06-14 00:00:00,35,25.0,,,,No,0,Normal,Llamada,Artículo en un medio
0061U00000N9krj,-9092531379713534114,1P554,Cerrada Perdida,2021-07-09 00:00:00,,2021-07-21 00:00:00,13,23.0,Soltero/a,QUITO,PICHINCHA,Si,429,Normal,Formulario web,Recomendado
0068W00000RuyXC,-1280949221990864208,1P594,Cerrada Ganada,2022-02-04 00:00:00,2022-02-09 00:00:00,,13,18.0,Soltero/a,RUMIÑAHUI,PICHINCHA,No,1093,Normal,Colegios,Recomendado
0061U00000NfEsG,184796129632856512,1P234,Test,2021-10-20 00:00:00,,,23,17.0,Soltero/a,QUITO,PICHINCHA,No,580,Normal,,Mi colegio
0061U00000O5Xsx,-6158051095480051826,1P704,Cerrada Perdida,2021-09-15 00:00:00,,2021-11-11 00:00:00,2,18.0,Soltero/a,LATACUNGA,COTOPAXI,No,1874,Normal,Llamada,Recomendado
0061U00000MjSTt,7687674331443341744,1P374,Cerrada Perdida,2021-05-17 00:00:00,,2021-08-24 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,194,Normal,,Aplicaciones
0061U00000Mmat6,-2203675672971318192,2P567,Cerrada Ganada,2021-06-16 00:00:00,2021-08-10 08:00:00,2021-10-01 00:00:00,8,27.0,Soltero/a,QUITO,PICHINCHA,No,1098,Normal,Google Natural Search,Aplicaciones
0061U00000NBerv,1249191945868888232,1P704,Cerrada Perdida,2021-07-29 00:00:00,,2021-08-17 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,527,Normal,Llamada,Aplicaciones
0061U00000MlwXm,-5659223975845761447,1P564,Cerrada Perdida,2021-06-09 00:00:00,,2021-09-08 00:00:00,38,20.0,Soltero/a,QUITO,PICHINCHA,No,437,Normal,Google Ad,Aplicaciones
0061U00000O70ce,6692059410744484956,1P704,Cerrada Perdida,2021-09-29 00:00:00,,2022-01-17 00:00:00,32,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Aplicaciones
0061U00000MmIRi,9158207906581211675,1P244,Cerrada Perdida,2021-06-14 00:00:00,,2021-07-02 00:00:00,13,18.0,Soltero/a,QUITO,PICHINCHA,No,928,Normal,Colegios,Redes sociales
0061U00000O4vB6,-9092531379713534114,1P554,Cerrada Ganada,2021-09-09 00:00:00,2021-09-16 00:00:00,,13,23.0,Soltero/a,QUITO,PICHINCHA,Si,429,Normal,Formulario web,Recomendado
0061U00000P2L4I,-1280949221990864208,1P594,Cerrada Perdida,2021-12-03 00:00:00,,2022-02-04 00:00:00,13,18.0,Soltero/a,RUMIÑAHUI,PICHINCHA,No,1093,Normal,Colegios,Recomendado
0068W00000RuZ4F,2628889517293809542,1P514,Test,2022-01-31 00:00:00,,,35,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Formulario web,Aplicaciones
0061U00000O5YHc,-6072227456460253470,1P614,Cerrada Perdida,2021-09-15 00:00:00,,2021-09-15 00:00:00,22,18.0,,LAGO AGRIO,SUCUMBIOS,,1129,Normal,Formulario web,
0061U00000MjSUm,789592041742570141,1P781,Cerrada Ganada,2021-05-17 00:00:00,2021-06-15 00:00:00,,8,19.0,Soltero/a,AZOGUES,CAÑAR,No,652,Normal,,Aplicaciones
0061U00000MmauO,-3321264887831600059,2P257,Cerrada Ganada,2021-06-16 00:00:00,2021-07-12 00:00:00,,22,18.0,Soltero/a,QUITO,PICHINCHA,No,1667,Normal,Colegios,Aplicaciones
0061U00000NBevJ,-1282908145891039160,1P724,Cerrada Perdida,2021-07-29 00:00:00,,2021-09-08 00:00:00,33,20.0,Soltero/a,QUITO,PICHINCHA,No,716,Normal,Chat en línea,Recomendado
0061U00000NAtXX,-2907213790802463782,1P734,Cerrada Perdida,2021-07-21 00:00:00,,2021-08-23 00:00:00,36,19.0,Soltero/a,QUITO,PICHINCHA,No,1711,Normal,Formulario web,Recomendado
0061U00000NBOxe,6692059410744484956,1P704,Cerrada Perdida,2021-07-27 00:00:00,,2021-09-14 00:00:00,32,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Aplicaciones
0061U00000MmIRn,-5843969694409430414,1P704,Cerrada Perdida,2021-06-14 00:00:00,,2021-07-22 00:00:00,36,18.0,Soltero/a,QUITO,PICHINCHA,No,1876,Normal,Llamada,Recomendado
0061U00000N9l4g,3625150540860510189,1P704,Cerrada Ganada,2021-07-09 00:00:00,2021-08-18 00:00:00,,38,18.0,Soltero/a,QUITO,PICHINCHA,No,979,Normal,Llamada,Mi colegio
